list-none-none,1,10,1,30,66863,2228
list-none-none,1,100,1,300,106148,353
list-none-none,1,1000,1,3000,3596306,1198
list-none-none,1,10000,1,30000,735289015,24509
list-none-none,1,20000,1,60000,3862301104,64371
list-none-none,2,10,1,60,130461,2174
list-none-none,2,100,1,600,539187,898
list-none-none,2,1000,1,6000,39884909,6647
list-none-none,4,10,1,120,172293,1435
list-none-none,4,100,1,1200,1424081,1186
list-none-none,4,1000,1,12000,45935297,3827
list-none-none,8,10,1,240,242164,1009
list-none-none,8,100,1,2400,3723926,1551
list-none-none,12,10,1,360,314191,872
list-none-none,12,100,1,3600,7126100,1979
list-none-none,12,1000,1,36000,117638162,3267
list-i-none,2,4,1,24,111964,4665
list-i-none,2,8,1,48,106122,2210
list-i-none,2,16,1,96,141509,1474
list-i-none,2,32,1,192,192484,1002
list-i-none,4,2,1,24,161462,6727
list-i-none,4,4,1,48,160752,3349
list-i-none,8,4,1,96,223186,2324
list-i-none,8,8,1,192,219316,1142
list-i-none,12,8,1,288,355120,1233
list-d-none,2,2,1,12,81283,6773
list-d-none,2,4,1,24,81158,3381
list-d-none,4,4,1,48,158823,3308
list-d-none,12,4,1,144,288958,2006
list-d-none,12,8,1,288,309352,1074
list-il-none,2,2,1,12,86491,7207
list-il-none,2,4,1,24,111825,4659
list-il-none,2,8,1,48,95765,1995
list-il-none,2,16,1,96,186352,1941
list-il-none,2,32,1,192,215025,1119
list-il-none,4,2,1,24,165026,6876
list-il-none,4,8,1,96,151029,1573
list-il-none,8,2,1,48,226107,4710
list-il-none,8,4,1,96,259753,2705
list-il-none,12,4,1,144,325101,2257
list-dl-none,2,2,1,12,63588,5299
list-dl-none,2,8,1,48,112263,2338
list-dl-none,2,32,1,192,204840,1066
list-dl-none,4,2,1,24,170380,7099
list-dl-none,4,4,1,48,129768,2703
list-dl-none,4,16,1,192,182792,952
list-dl-none,8,2,1,48,256238,5338
list-dl-none,12,8,1,288,284111,986
list-i-m,12,32,1,1152,390415,338,37332
list-d-m,12,32,1,1152,373572,324,50320
list-il-m,12,32,1,1152,582368,505,149099
list-dl-m,12,32,1,1152,595284,516,147622
list-i-s,12,32,1,1152,494690,429
list-d-s,12,32,1,1152,340503,295
list-il-s,12,32,1,1152,574090,498
list-dl-s,12,32,1,1152,599346,520
list-none-none,1,1000,1,3000,3891535,1297
list-none-m,1,1000,1,3000,3925013,1308,15165
list-none-m,2,1000,1,6000,8797549,1466,2240459
list-none-m,4,1000,1,12000,19904233,1658,7424931
list-none-m,8,1000,1,24000,61256318,2552,26707355
list-none-m,12,1000,1,36000,70679348,1963,32274336
list-none-m,16,1000,1,48000,160549551,3344,75059302
list-none-m,24,1000,1,72000,195157785,2710,92889905
list-none-s,1,1000,1,3000,3718545,1239
list-none-s,2,1000,1,6000,8647296,1441
list-none-s,4,1000,1,12000,20443419,1703
list-none-s,8,1000,1,24000,63761066,2656
list-none-s,12,1000,1,36000,75463965,2096
list-none-s,16,1000,1,48000,171070855,3563
list-none-s,24,1000,1,72000,218018862,3028
list-id-none,1,1,4,3,67611,22537
list-id-none,1,4,4,12,65069,5422
list-id-none,1,8,4,24,68460,2852
list-id-none,1,16,4,48,129599,2699
list-id-none,4,1,4,12,148583,12381
list-id-none,4,4,4,48,124718,2598
list-id-none,4,8,4,96,151073,1573
list-id-none,4,16,4,192,155972,812
list-id-none,8,1,4,24,209760,8740
list-id-none,8,4,4,96,240199,2502
list-id-none,8,8,4,192,238535,1242
list-id-none,8,16,4,384,241676,629
list-id-none,12,1,4,36,329991,9166
list-id-none,12,4,4,144,323389,2245
list-id-none,12,16,4,576,341034,592
list-id-none,16,1,4,48,446071,9293
list-id-none,16,8,4,384,410896,1070
list-id-none,16,16,4,768,1964225,2557
list-id-m,1,10,4,30,84867,2828,1086
list-id-m,1,20,4,60,89006,1483,1153
list-id-m,1,40,4,120,88459,737,1286
list-id-m,1,80,4,240,138749,578,1268
list-id-m,4,10,4,120,169403,1411,508
list-id-m,4,20,4,240,168123,700,816
list-id-m,4,40,4,480,197845,412,26845
list-id-m,4,80,4,960,521293,543,88604
list-id-m,8,10,4,240,261779,1090,13105
list-id-m,8,20,4,480,249697,520,7254
list-id-m,8,40,4,960,317518,330,24196
list-id-m,8,80,4,1920,550068,286,107645
list-id-m,12,10,4,360,360376,1001,473
list-id-m,12,20,4,720,348952,484,4734
list-id-m,12,40,4,1440,495218,343,52261
list-id-m,12,80,4,2880,643803,223,118679
list-id-m,16,10,4,480,469919,978,469
list-id-m,16,20,4,960,426770,444,2027
list-id-m,16,40,4,1920,444653,231,35028
list-id-m,16,80,4,3840,889453,231,208415
list-id-s,1,10,4,30,84239,2807
list-id-s,1,20,4,60,95201,1586
list-id-s,1,40,4,120,112846,940
list-id-s,1,80,4,240,152536,635
list-id-s,4,10,4,120,165895,1382
list-id-s,4,20,4,240,194094,808
list-id-s,4,40,4,480,251361,523
list-id-s,4,80,4,960,354303,369
list-id-s,8,10,4,240,257751,1073
list-id-s,8,20,4,480,271393,565
list-id-s,8,40,4,960,243180,253
list-id-s,8,80,4,1920,436858,227
list-id-s,12,10,4,360,335455,931
list-id-s,12,20,4,720,325544,452
list-id-s,12,40,4,1440,341494,237
list-id-s,12,80,4,2880,536067,186
list-id-s,16,10,4,480,405054,843
list-id-s,16,20,4,960,406527,423
list-id-s,16,40,4,1920,469327,244
list-id-s,16,80,4,3840,787714,205
list-none-m,1,1000,1,3000,3849925,1283,2123
list-none-m,1,1000,4,3000,3929347,1309,2195
list-none-m,1,1000,8,3000,3833839,1277,1471
list-none-m,1,1000,16,3000,3688758,1229,1628
list-none-m,2,1000,1,6000,9013686,1502,2136892
list-none-m,2,1000,4,6000,21940431,3656,812
list-none-m,2,1000,8,6000,21901063,3650,1067
list-none-m,2,1000,16,6000,21017272,3502,830
list-none-m,4,1000,1,12000,21204277,1767,7988446
list-none-m,4,1000,4,12000,20657240,1721,5447269
list-none-m,4,1000,8,12000,14636253,1219,3679074
list-none-m,4,1000,16,12000,15580054,1298,2531595
list-none-m,8,1000,1,24000,63541919,2647,27502383
list-none-m,8,1000,4,24000,27160801,1131,6216684
list-none-m,8,1000,8,24000,20259246,844,3892927
list-none-m,8,1000,16,24000,18591144,774,1356501
list-none-m,12,1000,1,36000,71156963,1976,32450409
list-none-m,12,1000,4,36000,27331009,759,8361877
list-none-m,12,1000,8,36000,18311113,508,3302460
list-none-m,12,1000,16,36000,15159289,421,1378346
list-none-s,1,1000,1,3000,3710380,1236
list-none-s,1,1000,4,3000,3670780,1223
list-none-s,1,1000,8,3000,3692693,1230
list-none-s,1,1000,16,3000,3659379,1219
list-none-s,2,1000,1,6000,8606956,1434
list-none-s,2,1000,4,6000,15020914,2503
list-none-s,2,1000,8,6000,15342451,2557
list-none-s,2,1000,16,6000,21296076,3549
list-none-s,4,1000,1,12000,20293192,1691
list-none-s,4,1000,4,12000,17377771,1448
list-none-s,4,1000,8,12000,13165139,1097
list-none-s,4,1000,16,12000,16159023,1346
list-none-s,8,1000,1,24000,63276525,2636
list-none-s,8,1000,4,24000,27511652,1146
list-none-s,8,1000,8,24000,18733091,780
list-none-s,8,1000,16,24000,12423705,517
list-none-s,12,1000,1,36000,75152031,2087
list-none-s,12,1000,4,36000,34191189,949
list-none-s,12,1000,8,36000,20296314,563
list-none-s,12,1000,16,36000,16388203,455
